driverref,position,time,ms,lap,raceid,roundNum,circuitName,circuitLat,circuitLong,circuitCountry,circuitCity
ocon,11,01:23.6,83589,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:23.2,83216,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:23.8,83776,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:23.8,83828,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:23.8,83841,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:24.1,84070,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:23.5,83521,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:23.6,83620,25,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:21.7,81653,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.3,81337,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.4,81397,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:22.4,82360,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:22.1,82143,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:22.4,82416,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:23.1,83097,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:23.5,83454,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:23.5,83491,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:24.6,84601,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:24.6,84569,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:24.6,84566,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:23.8,83811,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:23.8,83789,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:23.6,83603,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:23.5,83462,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:23.8,83798,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:24.5,84498,26,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:21.1,81095,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.2,81181,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.2,81165,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:22.3,82330,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:22.3,82297,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.8,81808,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:23.0,82958,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:23.1,83081,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.8,82838,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.8,82762,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:23.1,83129,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:23.2,83198,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:23.1,83069,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:23.2,83213,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:23.2,83234,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:23.4,83416,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:23.3,83276,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:22.8,82785,27,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.7,80692,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:22.8,82805,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.7,81724,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.8,81768,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:22.2,82188,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.9,81947,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.9,82933,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.6,82555,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.3,82281,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.8,82793,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.9,82863,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:23.0,83019,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:23.0,82954,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.8,82834,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:22.8,82806,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:22.9,82877,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:22.8,82801,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:22.5,82531,28,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.7,80713,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.3,81330,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:22.2,82207,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.8,81770,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:22.4,82356,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.9,81850,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.6,82625,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.3,82306,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.2,82161,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.4,82438,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.6,82616,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.8,82755,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:23.0,82995,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.9,82903,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:23.2,83238,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:22.7,82695,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:24.4,84394,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:22.2,82205,29,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.9,80912,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.4,81383,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.5,81530,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.8,81841,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:22.0,81988,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.8,81835,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.5,82535,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.3,82275,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.0,82025,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.3,82349,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.4,82437,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.7,82663,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.8,82810,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.9,82873,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,15,01:27.0,86999,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,16,01:24.3,84264,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,17,01:22.5,82479,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,18,01:22.2,82232,30,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.8,80810,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.2,81153,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.1,81085,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.9,81898,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.9,81944,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.8,81835,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.4,82416,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.1,82104,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.0,82028,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.2,82209,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.4,82359,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.5,82487,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.5,82528,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.5,82540,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:22.3,82252,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:23.2,83157,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:26.4,86388,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:51.3,111294,31,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.6,80587,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.9,80878,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.6,81589,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.8,81789,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.7,81746,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.8,81822,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.3,82269,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.2,82200,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:22.1,82072,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.3,82312,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.3,82292,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.4,82389,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.3,82346,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.3,82287,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:22.6,82558,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:21.8,81813,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:22.0,82009,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:24.1,84149,32,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.5,80550,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.8,80811,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:20.6,80649,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.6,81637,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.9,81897,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.5,81483,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.1,82145,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.2,82242,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.6,81588,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.3,82299,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.3,82293,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.3,82312,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.6,82599,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.6,82619,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:22.1,82052,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:22.4,82438,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:22.7,82707,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:22.9,82894,33,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.6,80560,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.7,80685,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:20.8,80825,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.6,81575,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.7,81735,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.5,81488,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.1,82096,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:22.1,82073,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.7,81666,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.2,82187,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.1,82081,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.2,82247,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:21.7,81713,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.0,81965,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:22.1,82061,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:22.0,82027,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:22.2,82181,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:22.7,82735,34,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.6,80607,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.7,80704,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:20.8,80811,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.7,81667,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.6,81648,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.5,81486,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:21.9,81926,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:21.8,81792,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.6,81650,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.1,82128,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.1,82078,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.1,82137,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.1,82124,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:21.8,81789,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:21.9,81899,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:23.1,83094,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:22.1,82058,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:22.3,82306,35,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.3,80293,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.9,80851,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:20.8,80783,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.4,81440,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.8,81823,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.4,81413,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:22.0,81990,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:21.6,81581,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.5,81492,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:21.9,81945,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:22.1,82051,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.1,82116,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:21.9,81871,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.1,82054,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:23.7,83670,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:21.9,81914,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:21.9,81930,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:24.2,84192,36,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.4,80361,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:21.3,81348,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.3,81252,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.5,81452,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.8,81784,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.3,81315,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:21.8,81785,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:21.4,81425,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.5,81491,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
stroll,10,01:22.0,81962,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ocon,11,01:21.9,81887,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
albon,12,01:22.1,82116,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
gasly,13,01:22.1,82093,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
hamilton,14,01:22.1,82051,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
latifi,15,01:23.3,83320,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
zhou,16,01:23.6,83574,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
mick_schumacher,17,01:21.8,81754,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
ricciardo,18,01:22.3,82301,37,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
max_verstappen,1,01:20.6,80582,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
perez,2,01:20.6,80648,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
leclerc,3,01:21.0,80972,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
norris,4,01:21.3,81283,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
russell,5,01:21.5,81493,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
bottas,6,01:21.0,80958,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
vettel,7,01:21.8,81750,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
kevin_magnussen,8,01:21.5,81479,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
tsunoda,9,01:21.5,81527,38,1077,4,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Italy,Imola
